Year,Atoll,Island,Treatment,Transect,Genus,Group,Percent,Proportion
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,2,n/a,Other_Benthos,3.33,0.0333
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,3,n/a,Other_Benthos,6.67,0.0667
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,4,n/a,Other_Benthos,5,0.05
2018,Salomon,Ile_de_la_Passe,No_rats,2,n/a,Other_Benthos,1.69,0.0169
2018,Salomon,Ile_Fouquet,Rats,3,n/a,Other_Benthos,1.67,0.0167
2018,Peros_Banhos,Ile_Poule,Rats,3,n/a,Other_Benthos,1.67,0.0167
2018,Peros_Banhos,Ile_Poule,Rats,4,n/a,Other_Benthos,3.33,0.0333
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,1,n/a,Other_Benthos,6.67,0.0667
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,2,n/a,Other_Benthos,8.33,0.0833
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,3,n/a,Other_Benthos,5,0.05
2018,Salomon,Sal_Ile_Anglaise,Rats,2,n/a,Other_Benthos,1.72,0.0172
2018,Salomon,Sal_Ile_Anglaise,Rats,3,n/a,Other_Benthos,1.69,0.0169
2015,Great_Chagos_Bank,Eagle,Rats,1,n/a,Pavement,57.33,0.5733
2015,Great_Chagos_Bank,Eagle,Rats,2,n/a,Pavement,34.33,0.3433
2015,Great_Chagos_Bank,Eagle,Rats,3,n/a,Pavement,51.67,0.5167
2015,Great_Chagos_Bank,Eagle,Rats,4,n/a,Pavement,45.67,0.4567
2015,Peros_Banhos,Grande_Ile_Coquillage,No_rats,1,n/a,Pavement,44.83,0.4483
2015,Peros_Banhos,Grande_Ile_Coquillage,No_rats,2,n/a,Pavement,52.67,0.5267
2015,Peros_Banhos,Grande_Ile_Coquillage,No_rats,3,n/a,Pavement,46.67,0.4667
2015,Peros_Banhos,Grande_Ile_Coquillage,No_rats,4,n/a,Pavement,11.33,0.1133
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,1,n/a,Pavement,6.67,0.0667
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,2,n/a,Pavement,21.67,0.2167
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,3,n/a,Pavement,1.67,0.0167
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,4,n/a,Pavement,8.33,0.0833
2015,Peros_Banhos,Grande_Ile_Mapou,Rats,1,n/a,Pavement,47.67,0.4767
2015,Peros_Banhos,Grande_Ile_Mapou,Rats,2,n/a,Pavement,37.67,0.3767
2015,Peros_Banhos,Grande_Ile_Mapou,Rats,3,n/a,Pavement,54.67,0.5467
2015,Peros_Banhos,Grande_Ile_Mapou,Rats,4,n/a,Pavement,57.67,0.5767
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,1,n/a,Pavement,48.33,0.4833
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,2,n/a,Pavement,38.33,0.3833
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,3,n/a,Pavement,58.33,0.5833
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,4,n/a,Pavement,65,0.65
2015,Salomon,Ile_de_la_Passe,No_rats,1,n/a,Pavement,17.33,0.1733
2015,Salomon,Ile_de_la_Passe,No_rats,2,n/a,Pavement,20.67,0.2067
2015,Salomon,Ile_de_la_Passe,No_rats,3,n/a,Pavement,45.33,0.4533
2015,Salomon,Ile_de_la_Passe,No_rats,4,n/a,Pavement,59.33,0.5933
2018,Salomon,Ile_de_la_Passe,No_rats,1,n/a,Pavement,1.69,0.0169
2015,Salomon,Ile_Fouquet,Rats,1,n/a,Pavement,49.33,0.4933
2015,Salomon,Ile_Fouquet,Rats,2,n/a,Pavement,42.67,0.4267
2015,Salomon,Ile_Fouquet,Rats,3,n/a,Pavement,54.33,0.5433
2015,Salomon,Ile_Fouquet,Rats,4,n/a,Pavement,49,0.49
2018,Salomon,Ile_Fouquet,Rats,1,n/a,Pavement,23.33,0.2333
2018,Salomon,Ile_Fouquet,Rats,2,n/a,Pavement,21.67,0.2167
2018,Salomon,Ile_Fouquet,Rats,3,n/a,Pavement,20,0.2
2018,Salomon,Ile_Fouquet,Rats,4,n/a,Pavement,18.64,0.1864
2015,Peros_Banhos,Ile_Longue,No_rats,1,n/a,Pavement,57,0.57
2015,Peros_Banhos,Ile_Longue,No_rats,2,n/a,Pavement,53.33,0.5333
2015,Peros_Banhos,Ile_Longue,No_rats,3,n/a,Pavement,55.33,0.5533
2015,Peros_Banhos,Ile_Longue,No_rats,4,n/a,Pavement,48,0.48
2018,Peros_Banhos,Ile_Longue,No_rats,1,n/a,Pavement,5,0.05
2018,Peros_Banhos,Ile_Longue,No_rats,2,n/a,Pavement,5,0.05
2018,Peros_Banhos,Ile_Longue,No_rats,3,n/a,Pavement,8.33,0.0833
2018,Peros_Banhos,Ile_Longue,No_rats,4,n/a,Pavement,3.33,0.0333
2015,Peros_Banhos,Ile_Poule,Rats,1,n/a,Pavement,58.67,0.5867
2015,Peros_Banhos,Ile_Poule,Rats,2,n/a,Pavement,54.33,0.5433
2015,Peros_Banhos,Ile_Poule,Rats,3,n/a,Pavement,71.33,0.7133
2015,Peros_Banhos,Ile_Poule,Rats,4,n/a,Pavement,52,0.52
2018,Peros_Banhos,Ile_Poule,Rats,1,n/a,Pavement,40,0.4
2018,Peros_Banhos,Ile_Poule,Rats,2,n/a,Pavement,81.67,0.8167
2018,Peros_Banhos,Ile_Poule,Rats,3,n/a,Pavement,8.33,0.0833
2018,Peros_Banhos,Ile_Poule,Rats,4,n/a,Pavement,40,0.4
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,n/a,Pavement,51.33,0.5133
2015,Great_Chagos_Bank,Middle_Brother,No_rats,2,n/a,Pavement,33,0.33
2015,Great_Chagos_Bank,Middle_Brother,No_rats,3,n/a,Pavement,45,0.45
2015,Great_Chagos_Bank,Middle_Brother,No_rats,4,n/a,Pavement,53,0.53
2018,Great_Chagos_Bank,Middle_Brother,No_rats,2,n/a,Pavement,8.33,0.0833
2018,Great_Chagos_Bank,Middle_Brother,No_rats,3,n/a,Pavement,8.33,0.0833
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,n/a,Pavement,1.67,0.0167
2015,Great_Chagos_Bank,Nelson_Island,No_rats,1,n/a,Pavement,45,0.45
2015,Great_Chagos_Bank,Nelson_Island,No_rats,2,n/a,Pavement,19.67,0.1967
2015,Great_Chagos_Bank,Nelson_Island,No_rats,3,n/a,Pavement,31,0.31
2015,Great_Chagos_Bank,Nelson_Island,No_rats,4,n/a,Pavement,50.33,0.5033
2015,Peros_Banhos,PB_Ile_Anglaise,Rats,1,n/a,Pavement,4,0.04
2015,Peros_Banhos,PB_Ile_Anglaise,Rats,1,n/a,Pavement,45.67,0.4567
2015,Peros_Banhos,PB_Ile_Anglaise,Rats,2,n/a,Pavement,13,0.13
2015,Peros_Banhos,PB_Ile_Anglaise,Rats,2,n/a,Pavement,57.5,0.575
2015,Peros_Banhos,PB_Ile_Anglaise,Rats,3,n/a,Pavement,4.33,0.0433
2015,Peros_Banhos,PB_Ile_Anglaise,Rats,3,n/a,Pavement,54.5,0.545
2015,Peros_Banhos,PB_Ile_Anglaise,Rats,4,n/a,Pavement,51.5,0.515
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,1,n/a,Pavement,23.33,0.2333
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,2,n/a,Pavement,41.67,0.4167
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,3,n/a,Pavement,43.33,0.4333
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,n/a,Pavement,65,0.65
2015,Salomon,Sal_Ile_Anglaise,Rats,1,n/a,Pavement,52.67,0.5267
2015,Salomon,Sal_Ile_Anglaise,Rats,2,n/a,Pavement,55,0.55
2015,Salomon,Sal_Ile_Anglaise,Rats,3,n/a,Pavement,53,0.53
2015,Salomon,Sal_Ile_Anglaise,Rats,4,n/a,Pavement,56,0.56
2018,Salomon,Sal_Ile_Anglaise,Rats,1,n/a,Pavement,20,0.2
2018,Salomon,Sal_Ile_Anglaise,Rats,2,n/a,Pavement,17.24,0.1724
2018,Salomon,Sal_Ile_Anglaise,Rats,3,n/a,Pavement,22.03,0.2203
2018,Salomon,Sal_Ile_Anglaise,Rats,4,n/a,Pavement,15,0.15
2015,Great_Chagos_Bank,South_Brother,No_rats,1,n/a,Pavement,74.67,0.7467
2015,Great_Chagos_Bank,South_Brother,No_rats,2,n/a,Pavement,74.33,0.7433
2015,Great_Chagos_Bank,South_Brother,No_rats,3,n/a,Pavement,78,0.78
2015,Great_Chagos_Bank,South_Brother,No_rats,4,n/a,Pavement,71.33,0.7133
2018,Great_Chagos_Bank,South_Brother,No_rats,1,n/a,Pavement,25,0.25
2018,Great_Chagos_Bank,South_Brother,No_rats,2,n/a,Pavement,26.67,0.2667
2018,Great_Chagos_Bank,South_Brother,No_rats,3,n/a,Pavement,30,0.3
2018,Great_Chagos_Bank,South_Brother,No_rats,4,n/a,Pavement,55,0.55
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,1,n/a,Pavement,11.67,0.1167
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,2,n/a,Pavement,11.67,0.1167
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,3,n/a,Pavement,21.67,0.2167
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,4,n/a,Pavement,11.67,0.1167
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,1,n/a,Pavement,8.33,0.0833
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,2,n/a,Pavement,5,0.05
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,3,n/a,Pavement,13.33,0.1333
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,4,n/a,Pavement,10,0.1
2018,Salomon,Ile_de_la_Passe,No_rats,1,n/a,Pavement,30.51,0.3051
2018,Salomon,Ile_de_la_Passe,No_rats,2,n/a,Pavement,38.98,0.3898
2018,Salomon,Ile_de_la_Passe,No_rats,3,n/a,Pavement,21.43,0.2143
2018,Salomon,Ile_de_la_Passe,No_rats,4,n/a,Pavement,15,0.15
2018,Salomon,Ile_Fouquet,Rats,1,n/a,Pavement,26.67,0.2667
2018,Salomon,Ile_Fouquet,Rats,2,n/a,Pavement,40,0.4
2018,Salomon,Ile_Fouquet,Rats,3,n/a,Pavement,43.33,0.4333
2018,Salomon,Ile_Fouquet,Rats,4,n/a,Pavement,62.71,0.6271
2018,Peros_Banhos,Ile_Longue,No_rats,1,n/a,Pavement,1.67,0.0167
2018,Peros_Banhos,Ile_Longue,No_rats,2,n/a,Pavement,13.33,0.1333
2018,Peros_Banhos,Ile_Longue,No_rats,3,n/a,Pavement,5,0.05
2018,Peros_Banhos,Ile_Longue,No_rats,4,n/a,Pavement,3.33,0.0333
2018,Peros_Banhos,Ile_Poule,Rats,1,n/a,Pavement,6.67,0.0667
2018,Peros_Banhos,Ile_Poule,Rats,2,n/a,Pavement,1.67,0.0167
2018,Peros_Banhos,Ile_Poule,Rats,3,n/a,Pavement,8.33,0.0833
2018,Great_Chagos_Bank,Middle_Brother,No_rats,1,n/a,Pavement,1.67,0.0167
2018,Great_Chagos_Bank,Middle_Brother,No_rats,2,n/a,Pavement,3.33,0.0333
2018,Great_Chagos_Bank,Middle_Brother,No_rats,3,n/a,Pavement,3.33,0.0333
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,n/a,Pavement,3.33,0.0333
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,1,n/a,Pavement,3.33,0.0333
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,2,n/a,Pavement,6.67,0.0667
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,3,n/a,Pavement,1.67,0.0167
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,n/a,Pavement,5,0.05
2018,Salomon,Sal_Ile_Anglaise,Rats,1,n/a,Pavement,13.33,0.1333
2018,Salomon,Sal_Ile_Anglaise,Rats,2,n/a,Pavement,25.86,0.2586
2018,Salomon,Sal_Ile_Anglaise,Rats,3,n/a,Pavement,16.95,0.1695
2018,Salomon,Sal_Ile_Anglaise,Rats,4,n/a,Pavement,15,0.15
2018,Great_Chagos_Bank,South_Brother,No_rats,1,n/a,Pavement,16.67,0.1667
2018,Great_Chagos_Bank,South_Brother,No_rats,2,n/a,Pavement,5,0.05
2018,Great_Chagos_Bank,South_Brother,No_rats,3,n/a,Pavement,13.33,0.1333
2018,Great_Chagos_Bank,South_Brother,No_rats,4,n/a,Pavement,3.33,0.0333
2015,Great_Chagos_Bank,Eagle,Rats,1,n/a,Rubble,1.33,0.0133
2015,Great_Chagos_Bank,Eagle,Rats,3,n/a,Rubble,0.67,0.0067
2015,Peros_Banhos,Grande_Ile_Coquillage,No_rats,1,n/a,Rubble,11.67,0.1167
2015,Peros_Banhos,Grande_Ile_Coquillage,No_rats,2,n/a,Rubble,6.33,0.0633
2015,Peros_Banhos,Grande_Ile_Coquillage,No_rats,3,n/a,Rubble,21,0.21
2015,Peros_Banhos,Grande_Ile_Coquillage,No_rats,4,n/a,Rubble,23.33,0.2333
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,1,n/a,Rubble,8.33,0.0833
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,2,n/a,Rubble,16.67,0.1667
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,3,n/a,Rubble,8.33,0.0833
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,4,n/a,Rubble,13.33,0.1333
2015,Peros_Banhos,Grande_Ile_Mapou,Rats,1,n/a,Rubble,2.67,0.0267
2015,Peros_Banhos,Grande_Ile_Mapou,Rats,2,n/a,Rubble,13,0.13
2015,Peros_Banhos,Grande_Ile_Mapou,Rats,3,n/a,Rubble,4,0.04
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,1,n/a,Rubble,23.33,0.2333
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,2,n/a,Rubble,28.33,0.2833
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,4,n/a,Rubble,1.67,0.0167
2015,Salomon,Ile_de_la_Passe,No_rats,1,n/a,Rubble,3,0.03
2015,Salomon,Ile_de_la_Passe,No_rats,2,n/a,Rubble,2.33,0.0233
2015,Salomon,Ile_de_la_Passe,No_rats,3,n/a,Rubble,7.33,0.0733
2015,Salomon,Ile_de_la_Passe,No_rats,4,n/a,Rubble,3.33,0.0333
2018,Salomon,Ile_de_la_Passe,No_rats,1,n/a,Rubble,11.86,0.1186
2018,Salomon,Ile_de_la_Passe,No_rats,3,n/a,Rubble,7.14,0.0714
2015,Salomon,Ile_Fouquet,Rats,2,n/a,Rubble,4,0.04
2015,Salomon,Ile_Fouquet,Rats,3,n/a,Rubble,3.67,0.0367
2015,Salomon,Ile_Fouquet,Rats,4,n/a,Rubble,1,0.01
2015,Peros_Banhos,Ile_Longue,No_rats,1,n/a,Rubble,2,0.02
2015,Peros_Banhos,Ile_Longue,No_rats,3,n/a,Rubble,3,0.03
2015,Peros_Banhos,Ile_Longue,No_rats,4,n/a,Rubble,2,0.02
2018,Peros_Banhos,Ile_Longue,No_rats,1,n/a,Rubble,1.67,0.0167
2018,Peros_Banhos,Ile_Longue,No_rats,2,n/a,Rubble,1.67,0.0167
2018,Peros_Banhos,Ile_Longue,No_rats,3,n/a,Rubble,8.33,0.0833
2018,Peros_Banhos,Ile_Longue,No_rats,4,n/a,Rubble,1.67,0.0167
2015,Peros_Banhos,Ile_Poule,Rats,1,n/a,Rubble,12,0.12
2015,Peros_Banhos,Ile_Poule,Rats,2,n/a,Rubble,8.67,0.0867
2015,Peros_Banhos,Ile_Poule,Rats,3,n/a,Rubble,11,0.11
2015,Peros_Banhos,Ile_Poule,Rats,4,n/a,Rubble,4.67,0.0467
2018,Peros_Banhos,Ile_Poule,Rats,1,n/a,Rubble,8.33,0.0833
2018,Peros_Banhos,Ile_Poule,Rats,3,n/a,Rubble,6.67,0.0667
2018,Peros_Banhos,Ile_Poule,Rats,4,n/a,Rubble,10,0.1
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,n/a,Rubble,16,0.16
2015,Great_Chagos_Bank,Middle_Brother,No_rats,2,n/a,Rubble,6.67,0.0667
2015,Great_Chagos_Bank,Middle_Brother,No_rats,3,n/a,Rubble,28,0.28
2015,Great_Chagos_Bank,Middle_Brother,No_rats,4,n/a,Rubble,14,0.14
2018,Great_Chagos_Bank,Middle_Brother,No_rats,1,n/a,Rubble,5,0.05
2018,Great_Chagos_Bank,Middle_Brother,No_rats,2,n/a,Rubble,8.33,0.0833
2018,Great_Chagos_Bank,Middle_Brother,No_rats,3,n/a,Rubble,15,0.15
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,n/a,Rubble,10,0.1
2015,Great_Chagos_Bank,Nelson_Island,No_rats,1,n/a,Rubble,4.33,0.0433
2015,Great_Chagos_Bank,Nelson_Island,No_rats,2,n/a,Rubble,12,0.12
2015,Great_Chagos_Bank,Nelson_Island,No_rats,4,n/a,Rubble,2.33,0.0233
2015,Peros_Banhos,PB_Ile_Anglaise,Rats,1,n/a,Rubble,34.67,0.3467
2015,Peros_Banhos,PB_Ile_Anglaise,Rats,2,n/a,Rubble,15.67,0.1567
2015,Peros_Banhos,PB_Ile_Anglaise,Rats,3,n/a,Rubble,17,0.17
2015,Peros_Banhos,PB_Ile_Anglaise,Rats,4,n/a,Rubble,20.33,0.2033
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,1,n/a,Rubble,43.33,0.4333
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,2,n/a,Rubble,23.33,0.2333
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,3,n/a,Rubble,26.67,0.2667
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,n/a,Rubble,13.33,0.1333
2015,Salomon,Sal_Ile_Anglaise,Rats,1,n/a,Rubble,2.33,0.0233
2015,Salomon,Sal_Ile_Anglaise,Rats,2,n/a,Rubble,1,0.01
2015,Salomon,Sal_Ile_Anglaise,Rats,4,n/a,Rubble,6.67,0.0667
2018,Salomon,Sal_Ile_Anglaise,Rats,1,n/a,Rubble,5,0.05
2015,Great_Chagos_Bank,South_Brother,No_rats,1,n/a,Rubble,4.67,0.0467
2015,Great_Chagos_Bank,South_Brother,No_rats,2,n/a,Rubble,4,0.04
2015,Great_Chagos_Bank,South_Brother,No_rats,4,n/a,Rubble,2,0.02
2018,Great_Chagos_Bank,South_Brother,No_rats,1,n/a,Rubble,3.33,0.0333
2015,Peros_Banhos,Grande_Ile_Mapou,Rats,1,n/a,Sand,1.67,0.0167
2015,Peros_Banhos,Grande_Ile_Mapou,Rats,3,n/a,Sand,1,0.01
2015,Peros_Banhos,Grande_Ile_Mapou,Rats,4,n/a,Sand,5,0.05
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,1,n/a,Sand,6.67,0.0667
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,2,n/a,Sand,8.33,0.0833
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,3,n/a,Sand,11.67,0.1167
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,4,n/a,Sand,10,0.1
2015,Salomon,Ile_de_la_Passe,No_rats,1,n/a,Sand,8,0.08
2015,Salomon,Ile_de_la_Passe,No_rats,2,n/a,Sand,10,0.1
2015,Salomon,Ile_de_la_Passe,No_rats,3,n/a,Sand,13,0.13
2015,Salomon,Ile_de_la_Passe,No_rats,4,n/a,Sand,8.33,0.0833
2018,Salomon,Ile_de_la_Passe,No_rats,4,n/a,Sand,3.33,0.0333
2018,Salomon,Ile_Fouquet,Rats,2,n/a,Sand,1.67,0.0167
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,n/a,Sand,2.67,0.0267
2015,Great_Chagos_Bank,Middle_Brother,No_rats,2,n/a,Sand,0.67,0.0067
2015,Great_Chagos_Bank,Middle_Brother,No_rats,3,n/a,Sand,2,0.02
2018,Great_Chagos_Bank,Middle_Brother,No_rats,1,n/a,Sand,5,0.05
2018,Great_Chagos_Bank,Middle_Brother,No_rats,2,n/a,Sand,6.67,0.0667
2018,Great_Chagos_Bank,Middle_Brother,No_rats,3,n/a,Sand,10,0.1
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,n/a,Sand,3.33,0.0333
2015,Peros_Banhos,PB_Ile_Anglaise,Rats,3,n/a,Sand,11,0.11
2015,Peros_Banhos,PB_Ile_Anglaise,Rats,4,n/a,Sand,8.67,0.0867
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,n/a,Sand,8.33,0.0833
2015,Salomon,Sal_Ile_Anglaise,Rats,2,n/a,Sand,7.33,0.0733
2018,Salomon,Sal_Ile_Anglaise,Rats,1,n/a,Sand,8.33,0.0833
2018,Salomon,Sal_Ile_Anglaise,Rats,2,n/a,Sand,5.17,0.0517
2018,Salomon,Sal_Ile_Anglaise,Rats,3,n/a,Sand,6.78,0.0678
2018,Salomon,Sal_Ile_Anglaise,Rats,4,n/a,Sand,6.67,0.0667
2015,Great_Chagos_Bank,Eagle,Rats,2,n/a,Soft_Coral,1,0.01
2015,Great_Chagos_Bank,Eagle,Rats,3,n/a,Soft_Coral,0.33,0.0033
2015,Great_Chagos_Bank,Eagle,Rats,4,n/a,Soft_Coral,0.67,0.0067
2015,Peros_Banhos,Grande_Ile_Coquillage,No_rats,4,n/a,Soft_Coral,0.33,0.0033
2015,Peros_Banhos,Grande_Ile_Mapou,Rats,1,n/a,Soft_Coral,0.33,0.0033
2015,Peros_Banhos,Grande_Ile_Mapou,Rats,2,n/a,Soft_Coral,4,0.04
2015,Peros_Banhos,Grande_Ile_Mapou,Rats,3,n/a,Soft_Coral,1,0.01
2015,Peros_Banhos,Grande_Ile_Mapou,Rats,4,n/a,Soft_Coral,4.67,0.0467
2015,Peros_Banhos,Ile_Longue,No_rats,1,n/a,Soft_Coral,1,0.01
2015,Peros_Banhos,Ile_Longue,No_rats,2,n/a,Soft_Coral,1,0.01
2015,Peros_Banhos,Ile_Longue,No_rats,4,n/a,Soft_Coral,0.33,0.0033
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,n/a,Soft_Coral,9.33,0.0933
2015,Great_Chagos_Bank,Middle_Brother,No_rats,2,n/a,Soft_Coral,1.67,0.0167
2015,Great_Chagos_Bank,Middle_Brother,No_rats,3,n/a,Soft_Coral,1,0.01
2018,Great_Chagos_Bank,Middle_Brother,No_rats,1,n/a,Soft_Coral,8.33,0.0833
2018,Great_Chagos_Bank,Middle_Brother,No_rats,2,n/a,Soft_Coral,8.33,0.0833
2018,Great_Chagos_Bank,Middle_Brother,No_rats,3,n/a,Soft_Coral,10,0.1
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,n/a,Soft_Coral,33.33,0.3333
2015,Great_Chagos_Bank,Nelson_Island,No_rats,1,n/a,Soft_Coral,18.33,0.1833
2015,Great_Chagos_Bank,Nelson_Island,No_rats,2,n/a,Soft_Coral,16.67,0.1667
2015,Great_Chagos_Bank,Nelson_Island,No_rats,3,n/a,Soft_Coral,11.33,0.1133
2015,Great_Chagos_Bank,Nelson_Island,No_rats,4,n/a,Soft_Coral,17.33,0.1733
2015,Salomon,Sal_Ile_Anglaise,Rats,1,n/a,Soft_Coral,0.67,0.0067
2018,Salomon,Sal_Ile_Anglaise,Rats,1,n/a,Soft_Coral,5,0.05
2018,Salomon,Sal_Ile_Anglaise,Rats,2,n/a,Soft_Coral,8.62,0.0862
2018,Salomon,Sal_Ile_Anglaise,Rats,4,n/a,Soft_Coral,3.33,0.0333
2015,Great_Chagos_Bank,South_Brother,No_rats,1,n/a,Soft_Coral,2,0.02
2015,Great_Chagos_Bank,South_Brother,No_rats,2,n/a,Soft_Coral,2,0.02
2015,Great_Chagos_Bank,South_Brother,No_rats,3,n/a,Soft_Coral,1.67,0.0167
2015,Great_Chagos_Bank,South_Brother,No_rats,4,n/a,Soft_Coral,1.67,0.0167
2015,Great_Chagos_Bank,Eagle,Rats,2,n/a,Sponge,0.67,0.0067
2015,Peros_Banhos,Grande_Ile_Coquillage,No_rats,1,n/a,Sponge,7.33,0.0733
2015,Peros_Banhos,Grande_Ile_Coquillage,No_rats,2,n/a,Sponge,6.67,0.0667
2015,Peros_Banhos,Grande_Ile_Coquillage,No_rats,3,n/a,Sponge,8.33,0.0833
2015,Peros_Banhos,Grande_Ile_Coquillage,No_rats,4,n/a,Sponge,7.33,0.0733
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,1,n/a,Sponge,1.67,0.0167
2018,Salomon,Ile_de_la_Passe,No_rats,3,n/a,Sponge,1.79,0.0179
2018,Peros_Banhos,Ile_Longue,No_rats,3,n/a,Sponge,3.33,0.0333
2018,Peros_Banhos,Ile_Longue,No_rats,4,n/a,Sponge,1.67,0.0167
2015,Great_Chagos_Bank,Middle_Brother,No_rats,3,n/a,Sponge,0.33,0.0033
2015,Great_Chagos_Bank,Nelson_Island,No_rats,1,n/a,Sponge,1.67,0.0167
2015,Great_Chagos_Bank,Nelson_Island,No_rats,2,n/a,Sponge,3.67,0.0367
2015,Great_Chagos_Bank,Nelson_Island,No_rats,3,n/a,Sponge,6.33,0.0633
2015,Great_Chagos_Bank,Nelson_Island,No_rats,4,n/a,Sponge,2,0.02
2015,Salomon,Sal_Ile_Anglaise,Rats,1,n/a,Sponge,0.33,0.0033
2015,Great_Chagos_Bank,South_Brother,No_rats,1,n/a,Sponge,0.33,0.0033
2018,Great_Chagos_Bank,South_Brother,No_rats,3,n/a,Sponge,1.67,0.0167
